,idx,idm,errors
0,0,101301,4.76837158203125e-07
1,1,101162,4.76837158203125e-07
2,2,101160,4.76837158203125e-07
3,3,101302,0.0
4,4,101233,0.0
5,5,101299,2.384185791015625e-07
6,6,101430,1.1920928955078125e-07
7,7,101506,0.0
