,idx,idm,errors
0,0,86575,0.0
1,1,86610,0.0
2,2,86659,0.0
3,3,86609,0.0
4,4,86612,0.0
5,5,86662,0.0
6,6,86656,0.0
7,7,86702,0.0
8,8,86703,0.0
9,9,86744,0.0
10,10,86747,0.0
11,11,86792,0.0
12,12,86794,0.0
13,13,86795,0.0
14,14,86832,0.0
15,15,86834,0.0
16,16,86835,0.0
17,17,86836,0.0
18,18,86879,0.0
19,19,86923,0.0
20,20,86924,0.0
