,idx,idm,errors
0,0,115022,0.0
1,1,115023,4.76837158203125e-07
2,2,115024,0.0
3,3,115056,4.76837158203125e-07
4,4,115057,4.76837158203125e-07
5,5,115016,4.76837158203125e-07
6,6,115058,4.76837158203125e-07
7,7,115059,0.0
8,8,115018,0.0
9,9,115102,4.76837158203125e-07
10,10,115103,4.76837158203125e-07
11,11,115105,0.0
12,12,115062,0.0
13,13,115161,0.0
14,14,115238,0.0
15,15,115239,0.0
16,16,115240,0.0
17,17,115241,0.0
18,18,115280,0.0
