,idx,idm,errors
0,0,113844,0.0
1,1,113891,0.0
2,2,113846,0.0
3,3,113932,0.0
4,4,113933,0.0
5,5,113935,0.0
6,6,113892,0.0
7,7,113975,0.0
8,8,113931,0.0
9,9,113977,0.0
10,10,113979,0.0
11,11,114018,0.0
12,12,114066,0.0
13,13,114068,0.0
14,14,114106,0.0
15,15,114105,0.0
16,16,114107,0.0
17,17,114109,0.0
18,18,114149,0.0
