,idx,idm,errors
0,0,86503,0.0
1,1,86502,0.0
2,2,86553,0.0
3,3,86504,0.0
4,4,86589,0.0
5,5,86590,0.0
6,6,86556,0.0
7,7,86630,0.0
8,8,86632,0.0
9,9,86633,0.0
10,10,86629,0.0
11,11,86681,0.0
12,12,86683,0.0
13,13,86720,0.0
14,14,86722,0.0
15,15,86769,0.0
