idx,idm,errors
0,68614,0.0
1,68643,0.0
2,68644,0.0
3,68674,0.0
4,68710,0.0
5,68711,0.0
6,68712,0.0
7,68748,0.0
8,68752,0.0
9,68785,0.0
10,68786,0.0
11,68787,0.0
12,68790,0.0
13,68791,0.0
14,68822,0.0
15,68826,0.0
16,68827,0.0
17,68863,0.0
18,68866,0.0
19,68867,0.0
20,68868,0.0
21,68869,0.0
22,68871,0.0
23,68872,0.0
24,68902,0.0
25,68905,0.0
26,68906,0.0
27,68908,0.0
28,68909,0.0
29,68910,0.0
30,68950,0.0
31,68951,0.0
32,68953,0.0
33,68992,0.0
